recipe_id,ingredient_idx,name,quantity,unit
125,2,parsley,2.5,tablespoon
125,3,lemon,1.0,piece
125,4,olive oil,1.0,tablespoon
125,5,salt,1.0,teaspoon
126,0,egg,3.0,piece
126,1,tomato,2.0,piece
126,2,salt,1.0,teaspoon
126,3,black pepper,1.0,teaspoon
126,4,olive oil,1.0,tablespoon
127,0,rice,1.0,cup
127,1,lemon,1.0,piece
127,2,parsley,2.5,tablespoon
127,3,olive oil,1.0,tablespoon
127,4,salt,1.0,teaspoon
128,0,chicken breast,0.5,pound
128,1,carrot,1.0,piece
128,2,onion,1.0,piece
128,3,parsley,2.5,tablespoon
128,4,salt,1.0,teaspoon
128,5,black pepper,1.0,teaspoon
129,0,tofu,0.3,pound
129,1,rice,1.0,cup
129,2,soy sauce,1.0,tablespoon
129,3,onion,1.0,piece
129,4,olive oil,1.0,tablespoon
130,0,pasta,0.5,pound
130,1,zucchini,1.0,piece
130,2,olive oil,2.0,tablespoon
130,3,garlic,2.0,piece
130,4,salt,1.0,teaspoon
130,5,black pepper,1.0,teaspoon
131,0,chickpea,1.0,cup
131,1,tomato,2.0,piece
131,2,onion,1.0,piece
131,3,curry powder,1.0,tablespoon
131,4,olive oil,2.0,tablespoon
131,5,salt,1.0,teaspoon
132,0,peas,1.0,cup
132,1,carrot,2.0,piece
132,2,potato,2.0,piece
132,3,onion,1.0,piece
132,4,olive oil,2.0,tablespoon
132,5,salt,1.0,teaspoon
133,0,eggplant,2.0,piece
133,1,tomato,2.0,piece
133,2,olive oil,3.0,tablespoon
133,3,salt,1.0,teaspoon
133,4,black pepper,1.0,teaspoon
134,0,rice,1.0,cup
134,1,spinach,1.5,cup
134,2,garlic,2.0,piece
134,3,salt,1.0,teaspoon
134,4,olive oil,1.0,tablespoon
135,0,yogurt,1.0,cup
135,1,cucumber,1.0,piece
135,2,garlic,1.0,piece
135,3,salt,1.0,teaspoon
135,4,olive oil,1.0,tablespoon
136,0,chicken breast,1.0,pound
136,1,lemon juice,3.0,tablespoon
136,2,olive oil,2.0,tablespoon
136,3,garlic,2.0,piece
136,4,basil,1.0,tablespoon
136,5,black pepper,1.0,teaspoon
137,0,rice,1.0,cup
137,1,tomato,2.0,piece
137,2,onion,1.0,piece
137,3,olive oil,2.0,tablespoon
137,4,salt,1.0,teaspoon
137,5,black pepper,0.5,teaspoon
138,0,white beans,2.0,cup
138,1,coconut milk,1.0,cup
138,2,onion,1.0,piece
138,3,garlic,3.0,piece
138,4,curry powder,1.0,tablespoon
138,5,salt,1.0,teaspoon
138,6,black pepper,0.5,teaspoon
139,0,pasta,0.5,pound
139,1,butter,3.0,tablespoon
139,2,garlic,3.0,piece
139,3,parmesan,0.5,cup
139,4,salt,1.0,teaspoon
139,5,black pepper,0.5,teaspoon
140,0,chicken thigh,1.2,pound
140,1,soy sauce,3.0,tablespoon
140,2,honey,2.0,tablespoon
140,3,garlic,2.0,piece
140,4,ginger,1.0,teaspoon
140,5,olive oil,1.0,tablespoon
141,0,bread,2.0,piece
141,1,egg,2.0,piece
141,2,basil,1.0,teaspoon
141,3,butter,1.0,tablespoon
141,4,salt,0.5,teaspoon
141,5,black pepper,0.25,teaspoon
142,0,noodles,0.5,pound
142,1,mushroom,0.5,pound
142,2,soy sauce,2.0,tablespoon
142,3,olive oil,2.0,tablespoon
142,4,onion,1.0,piece
142,5,black pepper,0.5,teaspoon
143,0,potato,3.0,piece
143,1,red pepper,1.0,piece
143,2,olive oil,3.0,tablespoon
143,3,salt,1.0,teaspoon
143,4,thyme,1.0,teaspoon
143,5,black pepper,0.5,teaspoon
144,0,shrimp,0.5,pound
144,1,lime juice,2.0,tablespoon
144,2,olive oil,2.0,tablespoon
144,3,garlic,2.0,piece
144,4,salt,0.5,teaspoon
144,5,black pepper,0.25,teaspoon
145,0,chicken breast,1.0,pound
145,1,olive oil,3.0,tablespoon
145,2,lemon juice,2.0,tablespoon
145,3,garlic,2.0,piece
145,4,basil,1.0,teaspoon
145,5,black pepper,0.5,teaspoon
145,6,salt,1.0,teaspoon
146,0,tomato,5.0,piece
146,1,onion,1.0,piece
146,2,basil,1.0,tablespoon
146,3,olive oil,2.0,tablespoon
146,4,salt,1.0,teaspoon
146,5,black pepper,0.5,teaspoon
147,0,shrimp,0.5,pound
147,1,butter,3.0,tablespoon
147,2,garlic,3.0,piece
147,3,lemon juice,1.0,tablespoon
147,4,salt,0.5,teaspoon
147,5,black pepper,0.25,teaspoon
148,0,rice,1.0,cup
148,1,mushroom,0.5,pound
148,2,onion,1.0,piece
148,3,soy sauce,2.0,tablespoon
148,4,olive oil,2.0,tablespoon
148,5,black pepper,0.5,teaspoon
149,0,egg,3.0,piece
149,1,spinach,1.0,cup
149,2,butter,1.0,tablespoon
149,3,salt,0.5,teaspoon
149,4,black pepper,0.25,teaspoon
150,0,noodles,0.5,pound
150,1,soy sauce,2.0,tablespoon
150,2,honey,1.0,tablespoon
150,3,olive oil,1.0,tablespoon
150,4,onion,1.0,piece
150,5,black pepper,0.25,teaspoon
151,0,pasta,0.5,pound
151,1,chicken breast,0.5,pound
151,2,olive oil,2.0,tablespoon
151,3,basil,1.0,tablespoon
151,4,parmesan,0.5,cup
151,5,salt,1.0,teaspoon
152,0,potato,3.0,piece
152,1,carrot,2.0,piece
152,2,olive oil,3.0,tablespoon
152,3,thyme,1.0,teaspoon
152,4,salt,1.0,teaspoon
152,5,black pepper,0.5,teaspoon
153,0,rice,1.0,cup
153,1,lime juice,1.0,tablespoon
153,2,olive oil,1.0,tablespoon
153,3,salt,0.5,teaspoon
153,4,basil,0.5,teaspoon
154,0,pasta,0.5,pound
154,1,white beans,1.0,cup
154,2,olive oil,2.0,tablespoon
154,3,lemon juice,1.0,tablespoon
154,4,salt,0.5,teaspoon
154,5,black pepper,0.25,teaspoon
155,0,egg,3.0,piece
155,1,tomato,2.0,piece
155,2,olive oil,1.0,tablespoon
155,3,salt,0.5,teaspoon
155,4,black pepper,0.25,teaspoon
156,0,carrot,4.0,piece
156,1,onion,1.0,piece
156,2,ginger,1.0,teaspoon
156,3,olive oil,1.0,tablespoon
156,4,salt,1.0,teaspoon
156,5,black pepper,0.5,teaspoon
157,0,pasta,0.5,pound
157,1,olive oil,3.0,tablespoon
157,2,olive,0.5,cup
157,3,basil,1.0,teaspoon
157,4,salt,1.0,teaspoon
158,0,rice,1.0,cup
158,1,coconut milk,1.0,cup
158,2,water,1.0,cup
158,3,salt,0.5,teaspoon
158,4,sugar,0.5,teaspoon
159,0,potato,4.0,piece
159,1,butter,2.0,tablespoon
159,2,milk,0.5,cup
159,3,garlic,2.0,piece
159,4,salt,1.0,teaspoon
160,0,chicken thigh,1.0,pound
160,1,soy sauce,3.0,tablespoon
160,2,ginger,1.0,teaspoon
160,3,honey,1.0,tablespoon
160,4,olive oil,1.0,tablespoon
161,0,oats,1.0,cup
161,1,water,1.5,cup
161,2,cinnamon,0.5,teaspoon
161,3,sugar,1.0,tablespoon
161,4,salt,0.25,teaspoon
162,0,bread,2.0,piece
162,1,tomato,1.0,piece
162,2,olive,0.25,cup
162,3,olive oil,1.0,tablespoon
162,4,salt,0.25,teaspoon
163,0,lentil,1.0,cup
163,1,onion,1.0,piece
163,2,carrot,1.0,piece
163,3,olive oil,1.0,tablespoon
163,4,salt,1.0,teaspoon
163,5,black pepper,0.5,teaspoon
164,0,rice,2.0,cup
164,1,water,3.0,cup
164,2,saffron,1.0,teaspoon
164,3,olive oil,2.0,tablespoon
164,4,salt,1.0,teaspoon
164,5,garlic,2.0,piece
164,6,onion,1.0,piece
165,0,beef,1.0,pound
165,1,tomato,2.0,piece
165,2,onion,1.0,piece
165,3,beans,1.0,cup
165,4,chili powder,1.0,tablespoon
165,5,salt,1.0,teaspoon
165,6,black pepper,1.0,teaspoon
165,7,water,2.0,cup
166,0,bell pepper,4.0,piece
166,1,quinoa,1.0,cup
166,2,black beans,1.0,cup
166,3,corn,0.5,cup
166,4,onion,1.0,piece
166,5,cumin,1.0,teaspoon
166,6,chili powder,0.5,teaspoon
166,7,tomato sauce,0.5,cup
167,0,arborio rice,1.0,cup
167,1,mushroom,0.5,pound
167,2,onion,1.0,piece
167,3,vegetable broth,4.0,cup
167,4,white wine,0.5,cup
167,5,butter,2.0,tablespoon
167,6,parmesan,0.5,cup
167,7,olive oil,1.0,tablespoon
168,0,chia seeds,4.0,tablespoon
168,1,coconut milk,1.0,cup
168,2,mango,1.0,piece
168,3,honey,2.0,tablespoon
168,4,vanilla,0.5,teaspoon
168,5,lime,1.0,piece
169,0,beef,1.0,pound
169,1,broccoli,2.0,cup
169,2,soy sauce,4.0,tablespoon
169,3,ginger,1.0,teaspoon
169,4,garlic,2.0,piece
169,5,sesame oil,1.0,tablespoon
169,6,brown sugar,1.0,tablespoon
169,7,cornstarch,1.0,teaspoon
170,0,avocado,2.0,piece
170,1,egg,2.0,piece
170,2,bread,2.0,piece
170,3,lemon,0.5,piece
170,4,salt,0.25,teaspoon
170,5,black pepper,0.25,teaspoon
170,6,red pepper flakes,0.25,teaspoon
171,0,greek yogurt,2.0,cup
171,1,granola,1.0,cup
171,2,strawberry,1.0,cup
171,3,blueberry,0.5,cup
171,4,honey,2.0,tablespoon
171,5,almond,0.25,cup
172,0,salmon,1.0,piece
172,1,rice,1.0,cup
172,2,broccoli,1.0,cup
172,3,soy sauce,4.0,tablespoon
172,4,brown sugar,2.0,tablespoon
172,5,ginger,1.0,teaspoon
172,6,sesame seeds,1.0,teaspoon
173,0,red lentil,1.0,cup
173,1,carrot,2.0,piece
173,2,onion,1.0,piece
173,3,vegetable broth,4.0,cup
173,4,cumin,1.0,teaspoon
173,5,olive oil,1.0,tablespoon
173,6,lemon,1.0,piece
173,7,salt,0.5,teaspoon
174,0,tomato,2.0,piece
174,1,carrot,2.0,piece
174,2,zucchini,1.0,piece
174,3,white beans,1.0,cup
174,4,pasta,0.1,pound
174,5,vegetable broth,4.0,cup
174,6,olive oil,1.0,tablespoon
174,7,basil,1.0,teaspoon
175,0,mixed berries,2.0,cup
175,1,greek yogurt,1.0,cup
175,2,almond milk,0.5,cup
175,3,banana,1.0,piece
175,4,granola,0.25,cup
175,5,almond,0.25,cup
175,6,honey,1.0,teaspoon
176,0,onion,4.0,piece
176,1,beef broth,4.0,cup
176,2,baguette,4.0,piece
176,3,gruyere cheese,1.0,cup
176,4,butter,2.0,tablespoon
176,5,thyme,1.0,teaspoon
176,6,white wine,0.5,cup
177,0,quinoa,1.0,cup
177,1,cucumber,1.0,piece
177,2,feta cheese,0.5,cup
177,3,cherry tomato,1.0,cup
177,4,lemon,1.0,piece
177,5,olive oil,2.0,tablespoon
177,6,mint,2.0,tablespoon
178,0,chickpea,1.0,cup
178,1,pita bread,4.0,piece
178,2,tahini,4.0,tablespoon
178,3,tomato,1.0,piece
178,4,cucumber,1.0,piece
178,5,parsley,2.5,tablespoon
178,6,cumin,1.0,teaspoon
178,7,olive oil,2.0,tablespoon
179,0,rice noodles,0.5,pound
179,1,broccoli,1.0,cup
179,2,carrot,1.0,piece
179,3,bell pepper,1.0,piece
179,4,soy sauce,2.0,tablespoon
179,5,ginger,1.0,teaspoon
179,6,sesame oil,1.0,tablespoon
179,7,green onion,2.0,piece
180,0,ground turkey,1.0,pound
180,1,tomato sauce,2.0,cup
180,2,breadcrumbs,0.5,cup
180,3,egg,1.0,piece
180,4,parmesan,0.25,cup
180,5,garlic,2.0,piece
180,6,oregano,1.0,teaspoon
180,7,olive oil,1.0,tablespoon
181,0,ground lamb,1.0,pound
181,1,onion,1.0,piece
181,2,cumin,1.0,teaspoon
181,3,coriander,1.0,teaspoon
181,4,parsley,4.0,tablespoon
181,5,yogurt,0.5,cup
181,6,garlic,1.0,piece
181,7,olive oil,1.0,tablespoon
182,0,spaghetti,0.5,pound
182,1,pancetta,0.25,pound
182,2,egg,2.0,piece
182,3,parmesan,0.5,cup
182,4,black pepper,1.0,teaspoon
182,5,olive oil,1.0,tablespoon
183,0,mushroom,1.0,pound
183,1,egg noodle,1.5,cup
183,2,sour cream,0.5,cup
183,3,onion,1.0,piece
183,4,beef broth,1.0,cup
183,5,butter,2.0,tablespoon
183,6,flour,1.0,tablespoon
183,7,mustard,1.0,teaspoon
184,0,shrimp,1.0,pound
184,1,coconut milk,1.0,cup
184,2,tomato,2.0,piece
184,3,onion,1.0,piece
184,4,curry powder,2.0,teaspoon
184,5,ginger,1.0,teaspoon
184,6,cilantro,0.25,cup
184,7,olive oil,1.0,tablespoon
185,0,zucchini,2.0,piece
185,1,eggplant,1.0,piece
185,2,tomato,3.0,piece
185,3,bell pepper,1.0,piece
185,4,tomato sauce,1.0,cup
185,5,olive oil,2.0,tablespoon
185,6,thyme,1.0,teaspoon
185,7,garlic,2.0,piece
186,0,butternut squash,1.0,piece
186,1,onion,1.0,piece
186,2,vegetable broth,3.0,cup
186,3,coconut milk,0.5,cup
186,4,nutmeg,0.25,teaspoon
186,5,olive oil,1.0,tablespoon
186,6,ginger,1.0,teaspoon
187,0,chicken breast,1.0,pound
187,1,pita bread,4.0,piece
187,2,yogurt,0.5,cup
187,3,cucumber,1.0,piece
187,4,tomato,1.0,piece
187,5,cumin,1.0,teaspoon
187,6,paprika,1.0,teaspoon
187,7,garlic,1.0,piece
188,0,beef,1.0,pound
188,1,soy sauce,4.0,tablespoon
188,2,brown sugar,2.0,tablespoon
188,3,sesame oil,1.0,tablespoon
188,4,garlic,3.0,piece
188,5,ginger,1.0,teaspoon
188,6,green onion,2.0,piece
188,7,rice,1.0,cup
189,0,red lentil,1.0,cup
189,1,onion,1.0,piece
189,2,garlic,3.0,piece
189,3,cumin,1.0,teaspoon
189,4,turmeric,0.5,teaspoon
189,5,tomato,1.0,piece
189,6,vegetable broth,3.0,cup
189,7,cilantro,0.25,cup
190,0,eggplant,2.0,piece
190,1,marinara sauce,2.0,cup
190,2,mozzarella,1.0,cup
190,3,breadcrumbs,1.0,cup
190,4,egg,2.0,piece
190,5,parmesan,0.25,cup
190,6,basil,4.0,tablespoon
190,7,olive oil,2.0,tablespoon
191,0,avocado,2.0,piece
191,1,egg,2.0,piece
191,2,tomato,1.0,piece
191,3,salt,0.25,teaspoon
191,4,black pepper,0.25,teaspoon
191,5,chive,1.0,tablespoon
192,0,sweet potato,2.0,piece
192,1,mayonnaise,4.0,tablespoon
192,2,garlic,1.0,piece
192,3,olive oil,2.0,tablespoon
192,4,paprika,0.5,teaspoon
192,5,lemon,0.5,piece
192,6,salt,0.5,teaspoon
193,0,couscous,1.0,cup
193,1,zucchini,1.0,piece
193,2,bell pepper,2.0,piece
193,3,cherry tomato,1.0,cup
193,4,olive oil,2.0,tablespoon
193,5,cumin,0.5,teaspoon
193,6,lemon,1.0,piece
193,7,parsley,4.0,tablespoon
194,0,ground turkey,1.0,pound
194,1,kidney beans,1.0,cup
194,2,tomato,2.0,piece
194,3,onion,1.0,piece
194,4,chili powder,2.0,teaspoon
194,5,cumin,1.0,teaspoon
194,6,vegetable broth,2.0,cup
194,7,olive oil,1.0,tablespoon
195,0,cauliflower,1.5,pound
195,1,hot sauce,0.5,cup
195,2,butter,2.0,tablespoon
195,3,flour,8.0,tablespoon
195,4,garlic powder,1.0,teaspoon
195,5,milk,0.5,cup
195,6,olive oil,1.0,tablespoon
196,0,salmon,2.0,piece
196,1,breadcrumbs,0.5,cup
196,2,egg,1.0,piece
196,3,mayonnaise,4.0,tablespoon
196,4,lemon,1.0,piece
196,5,dill,1.0,tablespoon
196,6,olive oil,2.0,tablespoon
196,7,salt,0.25,teaspoon
197,0,tortilla,2.0,piece
197,1,egg,2.0,piece
197,2,black beans,0.5,cup
197,3,cheddar cheese,0.25,cup
197,4,salsa,0.25,cup
197,5,avocado,0.5,piece
197,6,olive oil,1.0,teaspoon
198,0,spinach,4.0,cup
198,1,strawberry,2.0,cup
198,2,almond,0.25,cup
198,3,balsamic vinegar,2.0,tablespoon
198,4,olive oil,2.0,tablespoon
198,5,honey,1.0,teaspoon
198,6,salt,0.25,teaspoon
199,0,shrimp,1.0,pound
199,1,linguine,0.5,pound
199,2,white wine,0.5,cup
199,3,butter,4.0,tablespoon
199,4,garlic,4.0,piece
199,5,lemon,1.0,piece
199,6,parsley,4.0,tablespoon
199,7,red pepper flakes,0.25,teaspoon
200,0,rice noodles,0.5,pound
200,1,tofu,0.25,pound
200,2,egg,2.0,piece
200,3,bean sprout,1.0,cup
200,4,tamarind paste,2.0,tablespoon
200,5,fish sauce,2.0,tablespoon
200,6,sugar,2.0,tablespoon
200,7,peanut,0.25,cup
200,8,lime,1.0,piece
201,0,rice,2.0,cup
201,1,carrot,1.0,piece
201,2,peas,0.5,cup
201,3,soy sauce,2.0,tablespoon
201,4,green onion,3.0,piece
201,5,egg,2.0,piece
201,6,sesame oil,1.0,tablespoon
201,7,ginger,1.0,teaspoon
202,0,eggplant,2.0,piece
202,1,tahini,4.0,tablespoon
202,2,garlic,2.0,piece
202,3,lemon,1.0,piece
202,4,olive oil,2.0,tablespoon
202,5,cumin,0.5,teaspoon
202,6,parsley,4.0,tablespoon
202,7,salt,0.5,teaspoon
203,0,cottage cheese,1.0,cup
203,1,egg,4.0,piece
203,2,flour,4.0,tablespoon
203,3,sugar,1.0,tablespoon
203,4,vanilla,0.5,teaspoon
203,5,butter,1.0,tablespoon
203,6,blueberry,0.5,cup
204,0,chicken breast,1.0,pound
204,1,bell pepper,3.0,piece
204,2,tortilla,6.0,piece
204,3,lime,1.0,piece
204,4,cumin,1.0,teaspoon
204,5,chili powder,1.0,teaspoon
204,6,olive oil,2.0,tablespoon
204,7,onion,1.0,piece
205,0,chickpea,2.0,cup
205,1,tahini,4.0,tablespoon
205,2,lemon,1.0,piece
205,3,garlic,2.0,piece
205,4,olive oil,2.0,tablespoon
205,5,cumin,0.5,teaspoon
205,6,salt,0.5,teaspoon
205,7,paprika,0.25,teaspoon
206,0,broccoli,4.0,cup
206,1,cheddar cheese,2.0,cup
206,2,onion,1.0,piece
206,3,vegetable broth,3.0,cup
206,4,milk,1.0,cup
206,5,butter,2.0,tablespoon
206,6,flour,2.0,tablespoon
206,7,nutmeg,0.25,teaspoon
207,0,bell pepper,4.0,piece
207,1,ground beef,0.5,pound
207,2,rice,1.0,cup
207,3,tomato sauce,1.0,cup
207,4,onion,1.0,piece
207,5,cheddar cheese,0.5,cup
207,6,cumin,1.0,teaspoon
207,7,olive oil,1.0,tablespoon
208,0,mixed berries,2.0,cup
208,1,yogurt,1.0,cup
208,2,banana,1.0,piece
208,3,milk,0.5,cup
208,4,honey,1.0,tablespoon
208,5,chia seeds,1.0,tablespoon
209,0,beef,1.0,pound
209,1,mushroom,0.5,pound
209,2,sour cream,1.0,cup
209,3,onion,1.0,piece
209,4,beef broth,1.0,cup
209,5,flour,2.0,tablespoon
209,6,butter,2.0,tablespoon
209,7,egg noodle,1.5,cup
210,0,blue cheese,0.5,cup
210,1,mayonnaise,4.0,tablespoon
210,2,sour cream,0.25,cup
210,3,lemon,0.5,piece
210,4,garlic powder,0.25,teaspoon
210,5,salt,0.25,teaspoon
210,6,black pepper,0.25,teaspoon
210,7,chive,1.0,tablespoon
211,0,arborio rice,1.0,cup
211,1,saffron,0.25,teaspoon
211,2,onion,1.0,piece
211,3,vegetable broth,4.0,cup
211,4,white wine,0.5,cup
211,5,butter,2.0,tablespoon
211,6,parmesan,0.5,cup
211,7,olive oil,1.0,tablespoon
212,0,mushroom,0.5,pound
212,1,spinach,2.0,cup
212,2,feta cheese,0.5,cup
212,3,breadcrumbs,0.25,cup
212,4,garlic,2.0,piece
212,5,olive oil,2.0,tablespoon
212,6,lemon,0.5,piece
212,7,salt,0.25,teaspoon
213,0,tomato,6.0,piece
213,1,cucumber,1.0,piece
213,2,bell pepper,1.0,piece
213,3,onion,0.5,piece
213,4,olive oil,2.0,tablespoon
213,5,vinegar,2.0,tablespoon
213,6,garlic,1.0,piece
213,7,salt,0.5,teaspoon
214,0,asparagus,1.0,pound
214,1,balsamic vinegar,2.0,tablespoon
214,2,olive oil,1.0,tablespoon
214,3,salt,0.25,teaspoon
214,4,black pepper,0.25,teaspoon
214,5,parmesan,0.25,cup
215,0,spinach,8.0,cup
215,1,garlic,2.0,piece
215,2,olive oil,1.0,tablespoon
215,3,lemon,0.5,piece
215,4,salt,0.25,teaspoon
215,5,red pepper flakes,0.25,teaspoon
216,0,corn,4.0,cup
216,1,butter,2.0,tablespoon
216,2,heavy cream,0.5,cup
216,3,sugar,1.0,teaspoon
216,4,salt,0.25,teaspoon
216,5,black pepper,0.25,teaspoon
216,6,parsley,1.0,tablespoon
217,0,zucchini,2.0,piece
217,1,eggplant,1.0,piece
217,2,tomato,4.0,piece
217,3,bell pepper,1.0,piece
217,4,onion,1.0,piece
217,5,olive oil,2.0,tablespoon
217,6,thyme,1.0,teaspoon
217,7,garlic,2.0,piece
218,0,zucchini,2.0,piece
218,1,olive oil,1.0,tablespoon
218,2,salt,0.5,teaspoon
218,3,black pepper,0.25,teaspoon
218,4,parmesan,0.25,cup
218,5,oregano,0.5,teaspoon
219,0,cauliflower,1.5,pound
219,1,butter,2.0,tablespoon
219,2,milk,0.25,cup
219,3,garlic,1.0,piece
219,4,chive,2.0,tablespoon
219,5,salt,0.5,teaspoon
219,6,black pepper,0.25,teaspoon
220,0,egg,6.0,piece
220,1,mayonnaise,2.0,tablespoon
220,2,mustard,1.0,teaspoon
220,3,paprika,0.25,teaspoon
220,4,salt,0.25,teaspoon
220,5,black pepper,0.25,teaspoon
220,6,vinegar,0.5,teaspoon
220,7,chive,1.0,teaspoon
221,0,avocado,3.0,piece
221,1,lime,1.0,piece
221,2,tomato,1.0,piece
221,3,onion,0.25,piece
221,4,cilantro,0.25,cup
221,5,salt,0.5,teaspoon
221,6,jalapeno,1.0,piece
221,7,garlic,1.0,piece
222,0,baguette,1.0,piece
222,1,tomato,4.0,piece
222,2,basil,4.0,tablespoon
222,3,olive oil,2.0,tablespoon
222,4,garlic,1.0,piece
222,5,balsamic vinegar,1.0,teaspoon
222,6,salt,0.25,teaspoon
223,0,shrimp,0.5,pound
223,1,lime,4.0,piece
223,2,onion,1.0,piece
223,3,cilantro,0.25,cup
223,4,jalapeno,1.0,piece
223,5,salt,0.5,teaspoon
223,6,orange,1.0,piece
224,0,chicken wing,2.0,pound
224,1,hot sauce,0.5,cup
224,2,butter,4.0,tablespoon
224,3,olive oil,1.0,tablespoon
224,4,salt,0.5,teaspoon
224,5,black pepper,0.25,teaspoon
224,6,celery,4.0,piece
224,7,blue cheese,0.25,cup
225,0,tuna,0.5,pound
225,1,avocado,1.0,piece
225,2,soy sauce,1.0,tablespoon
225,3,ginger,1.0,teaspoon
225,4,sesame oil,1.0,teaspoon
225,5,green onion,1.0,piece
225,6,lime,1.0,piece
225,7,salt,0.25,teaspoon
226,0,jalapeno,12.0,piece
226,1,cream cheese,1.0,cup
226,2,bacon,6.0,piece
226,3,cheddar cheese,0.25,cup
226,4,salt,0.25,teaspoon
226,5,black pepper,0.25,teaspoon
227,0,carrot,3.0,piece
227,1,celery,3.0,piece
227,2,cucumber,1.0,piece
227,3,bell pepper,1.0,piece
227,4,yogurt,1.0,cup
227,5,lemon,0.5,piece
227,6,dill,1.0,tablespoon
227,7,salt,0.25,teaspoon
228,0,ground beef,1.0,pound
228,1,breadcrumbs,0.5,cup
228,2,egg,1.0,piece
228,3,parmesan,0.25,cup
228,4,garlic,1.0,piece
228,5,marinara sauce,1.0,cup
228,6,olive oil,1.0,tablespoon
228,7,salt,0.5,teaspoon
229,0,tortilla,6.0,piece
229,1,tomato,4.0,piece
229,2,onion,0.5,piece
229,3,cilantro,0.25,cup
229,4,lime,1.0,piece
229,5,salt,0.5,teaspoon
229,6,jalapeno,1.0,piece
229,7,olive oil,1.0,tablespoon
230,0,onion,4.0,piece
230,1,beef broth,4.0,cup
230,2,gruyere cheese,1.0,cup
230,3,baguette,4.0,piece
230,4,butter,2.0,tablespoon
230,5,thyme,1.0,teaspoon
230,6,white wine,0.5,cup
230,7,salt,0.5,teaspoon
231,0,chicken breast,1.0,pound
231,1,egg noodle,2.0,cup
231,2,carrot,2.0,piece
231,3,celery,2.0,piece
231,4,chicken broth,8.0,cup
231,5,onion,1.0,piece
231,6,olive oil,1.0,tablespoon
231,7,salt,1.0,teaspoon
232,0,tomato,6.0,piece
232,1,cucumber,1.0,piece
232,2,bell pepper,1.0,piece
232,3,onion,0.5,piece
232,4,olive oil,4.0,tablespoon
232,5,vinegar,2.0,tablespoon
232,6,garlic,1.0,piece
232,7,salt,0.5,teaspoon
233,0,chicken breast,1.0,pound
233,1,tortilla,4.0,piece
233,2,tomato,4.0,piece
233,3,onion,1.0,piece
233,4,chicken broth,6.0,cup
233,5,avocado,1.0,piece
233,6,lime,2.0,piece
233,7,cilantro,0.25,cup
234,0,red lentil,1.0,cup
234,1,onion,1.0,piece
234,2,carrot,2.0,piece
234,3,vegetable broth,4.0,cup
234,4,cumin,1.0,teaspoon
234,5,olive oil,1.0,tablespoon
234,6,lemon,1.0,piece
234,7,salt,0.5,teaspoon
235,0,carrot,6.0,piece
235,1,onion,1.0,piece
235,2,vegetable broth,4.0,cup
235,3,ginger,1.0,tablespoon
235,4,coconut milk,0.5,cup
235,5,olive oil,1.0,tablespoon
235,6,cumin,0.5,teaspoon
235,7,salt,0.5,teaspoon
236,0,beef,1.0,pound
236,1,mushroom,0.5,pound
236,2,sour cream,1.0,cup
236,3,onion,1.0,piece
236,4,beef broth,1.0,cup
236,5,flour,2.0,tablespoon
236,6,butter,2.0,tablespoon
236,7,egg noodle,1.5,cup
237,0,chickpea,1.0,cup
237,1,pita bread,4.0,piece
237,2,tahini,4.0,tablespoon
237,3,tomato,1.0,piece
237,4,cucumber,1.0,piece
237,5,parsley,4.0,tablespoon
237,6,cumin,1.0,teaspoon
237,7,olive oil,2.0,tablespoon
238,0,greek yogurt,2.0,cup
238,1,granola,1.0,cup
238,2,mixed berries,2.0,cup
238,3,honey,2.0,tablespoon
238,4,almond,0.25,cup
239,0,egg,4.0,piece
239,1,tomato,4.0,piece
239,2,onion,1.0,piece
239,3,bell pepper,1.0,piece
239,4,cumin,1.0,teaspoon
239,5,paprika,1.0,teaspoon
239,6,olive oil,2.0,tablespoon
239,7,feta cheese,0.25,cup
240,0,egg,3.0,piece
240,1,cheddar cheese,0.25,cup
240,2,butter,1.0,tablespoon
240,3,salt,0.25,teaspoon
240,4,black pepper,0.25,teaspoon
240,5,chive,1.0,tablespoon
241,0,cottage cheese,1.0,cup
241,1,tomato,1.0,piece
241,2,basil,2.0,tablespoon
241,3,olive oil,1.0,teaspoon
241,4,salt,0.25,teaspoon
241,5,black pepper,0.25,teaspoon
242,0,chicken breast,1.0,pound
242,1,lemon,1.0,piece
242,2,garlic,2.0,piece
242,3,olive oil,2.0,tablespoon
242,4,thyme,1.0,teaspoon
242,5,salt,0.5,teaspoon
243,0,shrimp,1.0,pound
243,1,butter,2.0,tablespoon
243,2,garlic,3.0,piece
243,3,lemon,1.0,piece
243,4,parsley,4.0,tablespoon
243,5,salt,0.5,teaspoon
244,0,egg,6.0,piece
244,1,spinach,2.0,cup
244,2,milk,0.25,cup
244,3,parmesan,0.5,cup
244,4,salt,0.5,teaspoon
244,5,black pepper,0.25,teaspoon
245,0,lentil,1.0,cup
245,1,carrot,2.0,piece
245,2,tomato,1.0,piece
245,3,onion,1.0,piece
245,4,garlic,2.0,piece
245,5,olive oil,1.0,tablespoon
246,0,banana,1.0,piece
246,1,oats,1.0,cup
246,2,egg,1.0,piece
246,3,milk,0.5,cup
246,4,cinnamon,0.5,teaspoon
246,5,baking powder,1.0,teaspoon
247,0,tofu,1.0,pound
247,1,soy sauce,3.0,tablespoon
247,2,mirin,1.0,tablespoon
