recipe_id,title,description,category,cuisine,meal_type,is_vegan,is_vegetarian,directions,ingredients_json
63,Sweet Potato Black Bean Enchiladas,Hearty vegetarian enchiladas filled with spiced sweet potatoes and black beans. Baked in a zesty red sauce and topped with melted cheese.,main dish,Mexican,dinner,False,True,"Preheat oven to 190 degrees Celsius. Peel and dice the sweet potatoes into small cubes. Boil or steam sweet potatoes until tender, about 10 minutes. Dice the onion. In a bowl, mash the cooked sweet potatoes slightly and mix with rinsed black beans, diced onion, cumin, chili powder, and half cup of cheese. Pour a thin layer of enchilada sauce into a baking dish. Spoon the filling into each tortilla, roll them up, and place seam-side down in the dish. Pour the remaining sauce over the rolls and top with the remaining cheese. Bake for 20 minutes until the cheese is bubbly and slightly browned.","[{""name"": ""sweet potato"", ""quantity"": 2, ""unit"": ""piece""}, {""name"": ""black beans"", ""quantity"": 2.5, ""unit"": ""cup""}, {""name"": ""tortilla"", ""quantity"": 8, ""unit"": ""piece""}, {""name"": ""enchilada sauce"", ""quantity"": 2, ""unit"": ""cup""}, {""name"": ""cheese"", ""quantity"": 1.5, ""unit"": ""cup""}, {""name"": ""cumin"", ""quantity"": 1, ""unit"": ""teaspoon""}, {""name"": ""chili powder"", ""quantity"": 1, ""unit"": ""teaspoon""}, {""name"": ""onion"", ""quantity"": 1, ""unit"": ""piece""}]"
64,Coconut Curry Lentil Soup,A warming and creamy soup packed with protein-rich lentils and spinach. The broth is flavored with aromatic curry spices and coconut milk.,soup,Indian,dinner,True,True,"Dice the onion and mince the garlic and ginger. Heat oil in a large pot over medium heat. Saute the onion until translucent, then add garlic, ginger, and curry powder, stirring for 1 minute until fragrant. Add the lentils and vegetable broth to the pot. Bring to a boil, then reduce heat and simmer for 20-25 minutes until lentils are tender. Stir in the coconut milk and simmer for another 5 minutes. Remove from heat and stir in the spinach until wilted. Season with salt to taste before serving.","[{""name"": ""lentil"", ""quantity"": 1, ""unit"": ""cup""}, {""name"": ""onion"", ""quantity"": 1, ""unit"": ""piece""}, {""name"": ""garlic"", ""quantity"": 2, ""unit"": ""piece""}, {""name"": ""ginger"", ""quantity"": 1, ""unit"": ""tablespoon""}, {""name"": ""curry powder"", ""quantity"": 1.5, ""unit"": ""tablespoon""}, {""name"": ""coconut milk"", ""quantity"": 1.5, ""unit"": ""cup""}, {""name"": ""vegetable broth"", ""quantity"": 4, ""unit"": ""cup""}, {""name"": ""spinach"", ""quantity"": 2, ""unit"": ""cup""}, {""name"": ""oil"", ""quantity"": 1, ""unit"": ""tablespoon""}]"
65,Mediterranean Chickpea Stew,A robust and healthy stew featuring chickpeas simmered in a spiced tomato sauce with spinach. Perfect for a comforting meatless meal.,main dish,Mediterranean,dinner,True,True,"Dice the onion and mince the garlic. Heat olive oil in a large pot over medium heat. Saute onion until soft, about 5 minutes, then add garlic, cumin, and paprika, cooking for another minute. Add the canned tomatoes (with juices) and rinsed chickpeas. Bring to a boil, break up the tomatoes with a spoon, reduce heat, and simmer for 20 minutes to thicken. Stir in the spinach and cook for 2-3 minutes until wilted. Season with salt and pepper. Serve hot with crusty bread.","[{""name"": ""chickpea"", ""quantity"": 6, ""unit"": ""cup""}, {""name"": ""tomato"", ""quantity"": 4, ""unit"": ""piece""}, {""name"": ""onion"", ""quantity"": 1, ""unit"": ""piece""}, {""name"": ""garlic"", ""quantity"": 3, ""unit"": ""piece""}, {""name"": ""cumin"", ""quantity"": 1, ""unit"": ""teaspoon""}, {""name"": ""paprika"", ""quantity"": 1, ""unit"": ""teaspoon""}, {""name"": ""spinach"", ""quantity"": 3, ""unit"": ""cup""}, {""name"": ""olive oil"", ""quantity"": 2, ""unit"": ""tablespoon""}]"
66,Creamy Mushroom Risotto,Rich and comforting rice dish cooked slowly with white wine and parmesan.,main dish,Italian,dinner,False,True,"Warm the broth in a separate saucepan. Dice the onion and slice the mushrooms. Melt 2 tablespoons of butter in a large pot over medium heat. Saute the onions and mushrooms until soft. Add the arborio rice and toast for 1 minute. Pour in the white wine and stir until absorbed. Gradually add warm broth one ladle at a time, stirring constantly and waiting for liquid to absorb before adding more. Continue this process for about 20 minutes until rice is creamy and tender. Remove from heat and stir in the remaining butter and parmesan cheese.","[{""name"": ""arborio rice"", ""quantity"": 1.5, ""unit"": ""cup""}, {""name"": ""mushroom"", ""quantity"": 0.5, ""unit"": ""pound""}, {""name"": ""chicken broth"", ""quantity"": 5, ""unit"": ""cup""}, {""name"": ""white wine"", ""quantity"": 0.5, ""unit"": ""cup""}, {""name"": ""onion"", ""quantity"": 1, ""unit"": ""piece""}, {""name"": ""butter"", ""quantity"": 3, ""unit"": ""tablespoon""}, {""name"": ""parmesan"", ""quantity"": 0.5, ""unit"": ""cup""}]"
67,Baked Lemon Salmon,A healthy one-pan dinner featuring flaky fish and tender asparagus.,main dish,Mediterranean,dinner,False,False,Preheat oven to 200 degrees Celsius. Trim the woody ends off the asparagus. Place salmon fillets and asparagus on a baking sheet lined with foil. Drizzle olive oil over the asparagus and season with salt. Mince the garlic and mix with melted butter and dill. Brush the salmon generously with the garlic butter mixture. Slice the lemon and place rounds on top of the salmon. Bake for 12-15 minutes until the salmon is opaque and flakes easily with a fork.,"[{""name"": ""salmon"", ""quantity"": 2, ""unit"": ""piece""}, {""name"": ""asparagus"", ""quantity"": 1, ""unit"": ""pound""}, {""name"": ""lemon"", ""quantity"": 1, ""unit"": ""piece""}, {""name"": ""butter"", ""quantity"": 2, ""unit"": ""tablespoon""}, {""name"": ""garlic"", ""quantity"": 2, ""unit"": ""piece""}, {""name"": ""dill"", ""quantity"": 1, ""unit"": ""teaspoon""}, {""name"": ""olive oil"", ""quantity"": 1, ""unit"": ""tablespoon""}]"
68,Teriyaki Tofu Bowl,Crispy tofu cubes served with steamed rice and a sweet glaze.,main dish,Japanese,dinner,True,True,"Press the tofu to remove excess water, then cut into cubes. Toss tofu cubes in cornstarch. Cook the rice according to package instructions. In a small pan, simmer soy sauce, mirin, brown sugar, and grated ginger until slightly thickened. Heat oil in a skillet over medium-high heat. Pan-fry the tofu cubes until golden and crispy on all sides. Pour the teriyaki sauce over the tofu in the pan and toss to coat. Serve the sticky tofu over a bed of steamed rice.","[{""name"": ""tofu"", ""quantity"": 1, ""unit"": ""pound""}, {""name"": ""soy sauce"", ""quantity"": 4, ""unit"": ""tablespoon""}, {""name"": ""mirin"", ""quantity"": 2, ""unit"": ""tablespoon""}, {""name"": ""brown sugar"", ""quantity"": 1, ""unit"": ""tablespoon""}, {""name"": ""ginger"", ""quantity"": 1, ""unit"": ""teaspoon""}, {""name"": ""cornstarch"", ""quantity"": 2, ""unit"": ""tablespoon""}, {""name"": ""rice"", ""quantity"": 1, ""unit"": ""cup""}, {""name"": ""oil"", ""quantity"": 2, ""unit"": ""tablespoon""}]"
69,Classic Spaghetti Carbonara,"A traditional Roman pasta dish made with eggs, cheese, and cured pork. Creamy and savory without using any actual cream.",main dish,Italian,dinner,False,False,"Boil a large pot of salted water and cook spaghetti until al dente. While pasta cooks, chop the bacon and mince the garlic. Fry the bacon in a large skillet over medium heat until crisp, then add garlic and cook for 1 minute. In a bowl, whisk eggs, parmesan, and black pepper together. Reserve 1 cup of pasta water, then drain the spaghetti. Add hot pasta to the skillet with bacon and toss to coat with fat. Remove pan from heat completely. Pour in the egg mixture while tossing the pasta vigorously to create a creamy sauce without scrambling the eggs. Add reserved pasta water if needed for consistency.","[{""name"": ""spaghetti"", ""quantity"": 1, ""unit"": ""pound""}, {""name"": ""bacon"", ""quantity"": 6, ""unit"": ""piece""}, {""name"": ""egg"", ""quantity"": 3, ""unit"": ""piece""}, {""name"": ""parmesan"", ""quantity"": 1, ""unit"": ""cup""}, {""name"": ""garlic"", ""quantity"": 2, ""unit"": ""piece""}, {""name"": ""black pepper"", ""quantity"": 1, ""unit"": ""teaspoon""}]"
70,Sesame Ginger Tofu,Crispy tofu cubes coated in a sticky and sweet ginger sesame sauce. Served with steamed broccoli for a complete meal.,main dish,Chinese,dinner,True,True,"Press tofu to remove water and cut into cubes. Toss tofu in cornstarch. Heat oil in a skillet over medium-high heat and pan-fry tofu until golden. Remove tofu. Steam broccoli florets until tender. In the same skillet, whisk soy sauce, maple syrup, sesame oil, minced ginger, and minced garlic. Simmer sauce for 2 minutes until it bubbles and thickens slightly. Return tofu and broccoli to the pan and toss to coat evenly in the glaze.","[{""name"": ""tofu"", ""quantity"": 1, ""unit"": ""pound""}, {""name"": ""cornstarch"", ""quantity"": 2, ""unit"": ""tablespoon""}, {""name"": ""soy sauce"", ""quantity"": 4, ""unit"": ""tablespoon""}, {""name"": ""maple syrup"", ""quantity"": 2, ""unit"": ""tablespoon""}, {""name"": ""sesame oil"", ""quantity"": 1, ""unit"": ""tablespoon""}, {""name"": ""ginger"", ""quantity"": 1, ""unit"": ""tablespoon""}, {""name"": ""garlic"", ""quantity"": 2, ""unit"": ""piece""}, {""name"": ""broccoli"", ""quantity"": 3.5, ""unit"": ""cup""}, {""name"": ""oil"", ""quantity"": 2, ""unit"": ""tablespoon""}]"
71,Berry Yogurt Breakfast Bowl,A quick and healthy breakfast bowl loaded with antioxidants and crunch.,breakfast,American,breakfast,False,True,"Wash the berries and slice the strawberries. Scoop the yogurt into a serving bowl. Top evenly with granola, blueberries, and strawberry slices. Drizzle honey over the top just before eating.","[{""name"": ""yogurt"", ""quantity"": 1, ""unit"": ""cup""}, {""name"": ""granola"", ""quantity"": 0.5, ""unit"": ""cup""}, {""name"": ""blueberry"", ""quantity"": 0.25, ""unit"": ""cup""}, {""name"": ""strawberry"", ""quantity"": 0.25, ""unit"": ""cup""}, {""name"": ""honey"", ""quantity"": 1, ""unit"": ""tablespoon""}]"
72,Red Lentil Lemon Soup,A smooth and warming soup with a bright citrus finish. The lentils break down to create a naturally creamy texture.,soup,Middle Eastern,dinner,True,True,"Dice the onion and carrot. Rinse the lentils. Heat olive oil in a pot over medium heat and saute onion and carrot for 5 minutes. Stir in cumin and turmeric. Add lentils and vegetable broth. Bring to a boil, reduce heat, and simmer for 20 minutes until lentils are completely soft. Puree the soup with an immersion blender or standard blender until smooth. Stir in the juice of one lemon and season with salt before serving.","[{""name"": ""red lentil"", ""quantity"": 1, ""unit"": ""cup""}, {""name"": ""onion"", ""quantity"": 1, ""unit"": ""piece""}, {""name"": ""carrot"", ""quantity"": 1, ""unit"": ""piece""}, {""name"": ""cumin"", ""quantity"": 1, ""unit"": ""teaspoon""}, {""name"": ""turmeric"", ""quantity"": 0.5, ""unit"": ""teaspoon""}, {""name"": ""vegetable broth"", ""quantity"": 4, ""unit"": ""cup""}, {""name"": ""lemon"", ""quantity"": 1, ""unit"": ""piece""}, {""name"": ""olive oil"", ""quantity"": 1, ""unit"": ""tablespoon""}]"
73,Garlic Butter Shrimp Pasta,Tender shrimp tossed with linguine in a rich and garlicky butter sauce. Finished with fresh parsley and lemon for zest.,main dish,Italian,dinner,False,False,"Boil the linguine in salted water according to package directions. While pasta cooks, melt butter in a large skillet over medium heat. Add minced garlic and cook for 1 minute until fragrant. Add the shrimp and cook for 3 to 4 minutes until pink and opaque. Squeeze the juice of the lemon into the pan. Toss the drained pasta with the shrimp and sauce. Garnish with chopped parsley and parmesan cheese before serving.","[{""name"": ""shrimp"", ""quantity"": 1, ""unit"": ""pound""}, {""name"": ""linguine"", ""quantity"": 0.5, ""unit"": ""pound""}, {""name"": ""butter"", ""quantity"": 4, ""unit"": ""tablespoon""}, {""name"": ""garlic"", ""quantity"": 4, ""unit"": ""piece""}, {""name"": ""lemon"", ""quantity"": 1, ""unit"": ""piece""}, {""name"": ""parsley"", ""quantity"": 4, ""unit"": ""tablespoon""}, {""name"": ""parmesan"", ""quantity"": 0.5, ""unit"": ""cup""}]"
74,Vegetarian Bean Chili,A hearty and spicy stew packed with two types of beans and corn. Perfect for a cold evening.,soup,Mexican,dinner,True,True,"Dice the onion and bell pepper. Rinse both types of beans. Heat a splash of water or oil in a large pot and saute the onion and pepper until soft. Stir in the chili powder and cumin. Add the crushed tomatoes, kidney beans, black beans, and corn. Bring to a boil, then reduce heat and simmer for 25 minutes. Season with salt to taste.","[{""name"": ""kidney beans"", ""quantity"": 2.5, ""unit"": ""cup""}, {""name"": ""black beans"", ""quantity"": 2.5, ""unit"": ""cup""}, {""name"": ""tomato"", ""quantity"": 4, ""unit"": ""piece""}, {""name"": ""corn"", ""quantity"": 1, ""unit"": ""cup""}, {""name"": ""onion"", ""quantity"": 1, ""unit"": ""piece""}, {""name"": ""bell pepper"", ""quantity"": 1, ""unit"": ""piece""}, {""name"": ""chili powder"", ""quantity"": 2, ""unit"": ""tablespoon""}, {""name"": ""cumin"", ""quantity"": 1, ""unit"": ""teaspoon""}]"
75,Chicken Quesadillas,Crispy tortillas filled with seasoned chicken and melted cheese. Served with salsa for dipping.,main dish,Mexican,lunch,False,False,"Dice the chicken, onion, and bell pepper. Cook the chicken in a skillet over medium heat until cooked through, then remove. Saute the onion and pepper until soft. Melt a little butter in the skillet. Place a tortilla in the pan, top with cheese, chicken, and veggies, then fold in half. Cook until golden brown on both sides and cheese is melted. Repeat with remaining tortillas.","[{""name"": ""tortilla"", ""quantity"": 4, ""unit"": ""piece""}, {""name"": ""chicken breast"", ""quantity"": 0.5, ""unit"": ""pound""}, {""name"": ""cheese"", ""quantity"": 1, ""unit"": ""cup""}, {""name"": ""onion"", ""quantity"": 0.5, ""unit"": ""piece""}, {""name"": ""bell pepper"", ""quantity"": 0.5, ""unit"": ""piece""}, {""name"": ""butter"", ""quantity"": 1, ""unit"": ""tablespoon""}]"
76,Greek Yogurt Parfait,"Layers of creamy yogurt, sweet honey, and crunchy granola. A simple no-cook breakfast.",breakfast,Other,breakfast,False,True,"Wash the fruit. Place half the yogurt in a glass. Top with half the granola and berries. Repeat the layers with remaining yogurt, granola, and fruit. Drizzle generously with honey.","[{""name"": ""greek yogurt"", ""quantity"": 1, ""unit"": ""cup""}, {""name"": ""granola"", ""quantity"": 0.5, ""unit"": ""cup""}, {""name"": ""honey"", ""quantity"": 1, ""unit"": ""tablespoon""}, {""name"": ""blueberry"", ""quantity"": 0.25, ""unit"": ""cup""}, {""name"": ""strawberry"", ""quantity"": 0.25, ""unit"": ""cup""}]"
77,Creamy Tomato Basil Soup,Smooth and velvety soup made from ripe tomatoes and fresh herbs.,soup,American,lunch,False,True,Dice the onion and mince the garlic. Melt butter in a pot over medium heat. Saute onion and garlic until soft. Add canned tomatoes and broth. Simmer for 20 minutes. Blend the soup until smooth using a blender. Stir in heavy cream and chopped fresh basil. Season with salt and pepper.,"[{""name"": ""tomato"", ""quantity"": 4, ""unit"": ""piece""}, {""name"": ""vegetable broth"", ""quantity"": 2, ""unit"": ""cup""}, {""name"": ""onion"", ""quantity"": 1, ""unit"": ""piece""}, {""name"": ""garlic"", ""quantity"": 2, ""unit"": ""piece""}, {""name"": ""heavy cream"", ""quantity"": 0.5, ""unit"": ""cup""}, {""name"": ""basil"", ""quantity"": 4, ""unit"": ""tablespoon""}, {""name"": ""butter"", ""quantity"": 2, ""unit"": ""tablespoon""}]"
78,Coconut Cauliflower Curry,Mild and creamy vegan curry loaded with vegetables.,main dish,Indian,dinner,True,True,"Cut cauliflower into florets and dice the onion. Heat oil in a large pot and saute the onion until translucent. Stir in curry powder. Add cauliflower, drained chickpeas, and coconut milk. Simmer covered for 15 minutes until cauliflower is tender. Stir in the peas and cook for 2 more minutes. Serve with rice.","[{""name"": ""cauliflower"", ""quantity"": 1.5, ""unit"": ""pound""}, {""name"": ""coconut milk"", ""quantity"": 1.5, ""unit"": ""cup""}, {""name"": ""chickpea"", ""quantity"": 3, ""unit"": ""cup""}, {""name"": ""curry powder"", ""quantity"": 2, ""unit"": ""tablespoon""}, {""name"": ""onion"", ""quantity"": 1, ""unit"": ""piece""}, {""name"": ""peas"", ""quantity"": 0.5, ""unit"": ""cup""}, {""name"": ""oil"", ""quantity"": 1, ""unit"": ""tablespoon""}]"
79,Vegetable Minestrone Soup,"Classic Italian soup with vegetables, beans, and pasta in a tomato broth.",soup,Italian,dinner,True,True,"Dice carrots and celery. In a large pot, combine broth, tomatoes, carrots, and celery. Bring to a boil and simmer for 15 minutes. Add the pasta and kidney beans, cooking for another 10 minutes until pasta is tender. Stir in the spinach and cook for 2 minutes until wilted. Season with salt and pepper.","[{""name"": ""vegetable broth"", ""quantity"": 4, ""unit"": ""cup""}, {""name"": ""kidney beans"", ""quantity"": 2.5, ""unit"": ""cup""}, {""name"": ""pasta"", ""quantity"": 0.1, ""unit"": ""pound""}, {""name"": ""tomato"", ""quantity"": 2, ""unit"": ""piece""}, {""name"": ""carrot"", ""quantity"": 2, ""unit"": ""piece""}, {""name"": ""celery"", ""quantity"": 2, ""unit"": ""piece""}, {""name"": ""spinach"", ""quantity"": 1, ""unit"": ""cup""}]"
80,Gourmet Grilled Cheese,An elevated version of the classic sandwich with caramelized onions.,main dish,American,lunch,False,True,"Slice the onion thinly. Saute onion in 1 tablespoon of butter over low heat for 15 minutes until caramelized, adding vinegar at the end. Butter one side of each bread slice. Layer cheddar, gruyere, and onions between the unbuttered sides of the bread. Grill in a pan over medium heat until golden brown and cheese melts.","[{""name"": ""sourdough bread"", ""quantity"": 4, ""unit"": ""piece""}, {""name"": ""cheddar cheese"", ""quantity"": 0.5, ""unit"": ""cup""}, {""name"": ""gruyere cheese"", ""quantity"": 0.5, ""unit"": ""cup""}, {""name"": ""onion"", ""quantity"": 1, ""unit"": ""piece""}, {""name"": ""butter"", ""quantity"": 3, ""unit"": ""tablespoon""}, {""name"": ""balsamic vinegar"", ""quantity"": 1, ""unit"": ""teaspoon""}]"
81,Homemade Falafel Wrap,Crispy chickpea balls served in a wrap with tahini and veggies.,main dish,Middle Eastern,lunch,True,True,"Blend drained chickpeas, parsley, garlic, cumin, and flour in a food processor until coarse. Form into small patties. Heat oil in a skillet and fry falafel patties until brown and crispy, about 3 minutes per side. Warm the tortillas. Assemble wraps with falafel, tahini, and any fresh veggies desired.","[{""name"": ""chickpea"", ""quantity"": 3, ""unit"": ""cup""}, {""name"": ""parsley"", ""quantity"": 9, ""unit"": ""tablespoon""}, {""name"": ""garlic"", ""quantity"": 2, ""unit"": ""piece""}, {""name"": ""cumin"", ""quantity"": 1, ""unit"": ""teaspoon""}, {""name"": ""flour"", ""quantity"": 2, ""unit"": ""tablespoon""}, {""name"": ""tortilla"", ""quantity"": 4, ""unit"": ""piece""}, {""name"": ""tahini"", ""quantity"": 4, ""unit"": ""tablespoon""}, {""name"": ""oil"", ""quantity"": 4, ""unit"": ""tablespoon""}]"
82,Lemon Dill Salmon Cakes,"Flaky salmon patties mixed with breadcrumbs and herbs, pan-fried to perfection.",appetizer,Other,dinner,False,False,"Drain the salmon and remove any skin or bones. In a bowl, mix salmon, breadcrumbs, beaten eggs, chopped dill, mayonnaise, and lemon juice. Form mixture into patties. Heat oil in a skillet over medium heat. Cook patties for 4 minutes on each side until golden brown and crispy.","[{""name"": ""salmon"", ""quantity"": 2, ""unit"": ""piece""}, {""name"": ""breadcrumbs"", ""quantity"": 0.5, ""unit"": ""cup""}, {""name"": ""egg"", ""quantity"": 2, ""unit"": ""piece""}, {""name"": ""dill"", ""quantity"": 1, ""unit"": ""tablespoon""}, {""name"": ""mayonnaise"", ""quantity"": 2, ""unit"": ""tablespoon""}, {""name"": ""lemon"", ""quantity"": 1, ""unit"": ""piece""}, {""name"": ""oil"", ""quantity"": 2, ""unit"": ""tablespoon""}]"
83,Spinach Mushroom Frittata,A fluffy baked egg dish loaded with sauteed vegetables and cheese.,breakfast,Italian,breakfast,False,True,"Preheat oven to 190 degrees Celsius. Whisk eggs, milk, salt, and pepper in a bowl. Slice the mushrooms and onion. Melt butter in an oven-safe skillet over medium heat. Saute onion and mushrooms for 5 minutes, then add spinach until wilted. Pour the egg mixture over the vegetables and sprinkle with cheese. Cook on stovetop for 2 minutes until edges set, then transfer to the oven. Bake for 10 to 12 minutes until eggs are set.","[{""name"": ""egg"", ""quantity"": 6, ""unit"": ""piece""}, {""name"": ""spinach"", ""quantity"": 2, ""unit"": ""cup""}, {""name"": ""mushroom"", ""quantity"": 0.2, ""unit"": ""pound""}, {""name"": ""onion"", ""quantity"": 1, ""unit"": ""piece""}, {""name"": ""milk"", ""quantity"": 0.25, ""unit"": ""cup""}, {""name"": ""cheddar cheese"", ""quantity"": 0.5, ""unit"": ""cup""}, {""name"": ""butter"", ""quantity"": 1, ""unit"": ""tablespoon""}]"
84,Mediterranean Quinoa Salad,A light and healthy grain salad packed with Greek flavors.,salad,Greek,lunch,False,True,"Cook quinoa in water according to package directions, then cool. Dice the cucumber and tomatoes. Pit and slice the olives. In a large bowl, combine cooled quinoa, vegetables, olives, and crumbled feta. Dress with olive oil, lemon juice, salt, and pepper. Toss well.","[{""name"": ""quinoa"", ""quantity"": 1, ""unit"": ""cup""}, {""name"": ""cucumber"", ""quantity"": 1, ""unit"": ""piece""}, {""name"": ""tomato"", ""quantity"": 2, ""unit"": ""piece""}, {""name"": ""feta cheese"", ""quantity"": 0.5, ""unit"": ""cup""}, {""name"": ""olive"", ""quantity"": 0.25, ""unit"": ""cup""}, {""name"": ""lemon"", ""quantity"": 1, ""unit"": ""piece""}, {""name"": ""olive oil"", ""quantity"": 2, ""unit"": ""tablespoon""}]"
85,Lemon Garlic Shrimp Skewers,Grilled shrimp marinated in zesty lemon and herbs.,main dish,Mediterranean,dinner,False,False,"Soak wooden skewers in water. In a bowl, mix olive oil, lemon juice, minced garlic, chopped parsley, and paprika. Toss shrimp in the marinade and let sit for 15 minutes. Thread shrimp onto skewers. Heat a grill or grill pan over medium-high heat. Cook skewers for 2 to 3 minutes per side until shrimp are pink and slightly charred.","[{""name"": ""shrimp"", ""quantity"": 1, ""unit"": ""pound""}, {""name"": ""lemon"", ""quantity"": 2, ""unit"": ""piece""}, {""name"": ""garlic"", ""quantity"": 3, ""unit"": ""piece""}, {""name"": ""olive oil"", ""quantity"": 4, ""unit"": ""tablespoon""}, {""name"": ""parsley"", ""quantity"": 2, ""unit"": ""tablespoon""}, {""name"": ""paprika"", ""quantity"": 1, ""unit"": ""teaspoon""}]"
86,Peanut Chicken Satay,Tender chicken strips served with a rich and creamy peanut dipping sauce.,main dish,Other,dinner,False,False,"Cut chicken into strips and season with curry powder. Saute chicken in a pan with a little oil until cooked through. In a small saucepan, combine peanut butter, coconut milk, soy sauce, lime juice, and sugar. Whisk over low heat until smooth and warm. Serve chicken with the sauce.","[{""name"": ""chicken breast"", ""quantity"": 1, ""unit"": ""pound""}, {""name"": ""peanut butter"", ""quantity"": 0.5, ""unit"": ""cup""}, {""name"": ""coconut milk"", ""quantity"": 0.25, ""unit"": ""cup""}, {""name"": ""soy sauce"", ""quantity"": 2, ""unit"": ""tablespoon""}, {""name"": ""lime"", ""quantity"": 1, ""unit"": ""piece""}, {""name"": ""curry powder"", ""quantity"": 1, ""unit"": ""teaspoon""}, {""name"": ""sugar"", ""quantity"": 1, ""unit"": ""teaspoon""}]"
87,Homestyle Chicken Noodle Soup,"Comforting broth with chicken, veggies, and egg noodles.",soup,American,dinner,False,False,"Dice onion, carrots, and celery. Put chicken breast, broth, and vegetables in a pot. Bring to a boil, reduce heat, and simmer for 20 minutes until chicken is cooked. Remove chicken, shred it, and return to pot. Add thyme and dry noodles. Simmer for another 8 minutes until noodles are soft.","[{""name"": ""chicken breast"", ""quantity"": 1, ""unit"": ""pound""}, {""name"": ""chicken broth"", ""quantity"": 6, ""unit"": ""cup""}, {""name"": ""noodles"", ""quantity"": 0.7, ""unit"": ""pound""}, {""name"": ""carrot"", ""quantity"": 2, ""unit"": ""piece""}, {""name"": ""celery"", ""quantity"": 2, ""unit"": ""piece""}, {""name"": ""onion"", ""quantity"": 1, ""unit"": ""piece""}, {""name"": ""thyme"", ""quantity"": 1, ""unit"": ""teaspoon""}]"
88,Baked Sweet Potato Fries,"Healthy alternative to french fries, baked until crisp and seasoned with paprika.",appetizer,American,snack,True,True,"Preheat oven to 220 degrees Celsius. Cut sweet potatoes into sticks. Toss them in a bag with cornstarch to coat lightly. Remove from bag and toss with oil, paprika, garlic powder, and salt. Spread in a single layer on a baking sheet, ensuring they do not touch. Bake for 15 minutes, flip, and bake for another 10 to 15 minutes until crispy.","[{""name"": ""sweet potato"", ""quantity"": 2, ""unit"": ""piece""}, {""name"": ""cornstarch"", ""quantity"": 1, ""unit"": ""tablespoon""}, {""name"": ""paprika"", ""quantity"": 1, ""unit"": ""teaspoon""}, {""name"": ""oil"", ""quantity"": 2, ""unit"": ""tablespoon""}, {""name"": ""garlic powder"", ""quantity"": 0.5, ""unit"": ""teaspoon""}]"
89,Chicken Cobb Salad,"A composed salad featuring rows of chicken, bacon, eggs, and cheese.",salad,American,dinner,False,False,"Cook the chicken and bacon; hard boil the eggs. Chop lettuce, chicken, bacon, eggs, avocado, and tomatoes. Arrange lettuce on a large platter. Place the ingredients in rows over the lettuce. Sprinkle blue cheese over the top. Serve with your favorite dressing.","[{""name"": ""lettuce"", ""quantity"": 4, ""unit"": ""cup""}, {""name"": ""chicken breast"", ""quantity"": 0.5, ""unit"": ""pound""}, {""name"": ""bacon"", ""quantity"": 3, ""unit"": ""piece""}, {""name"": ""egg"", ""quantity"": 2, ""unit"": ""piece""}, {""name"": ""avocado"", ""quantity"": 1, ""unit"": ""piece""}, {""name"": ""blue cheese"", ""quantity"": 0.25, ""unit"": ""cup""}, {""name"": ""tomato"", ""quantity"": 1, ""unit"": ""piece""}]"
90,Classic Shakshuka,Poached eggs simmered in a spiced tomato and pepper sauce.,breakfast,Middle Eastern,breakfast,False,True,"Dice the onion and bell pepper. Heat oil in a deep skillet and saute veggies until soft. Add minced garlic, cumin, and paprika, cooking for 1 minute. Pour in crushed tomatoes and simmer for 10 minutes to thicken. Make four wells in the sauce and crack an egg into each. Cover and cook on low for 8 minutes until whites set. Sprinkle with feta cheese.","[{""name"": ""egg"", ""quantity"": 4, ""unit"": ""piece""}, {""name"": ""tomato"", ""quantity"": 4, ""unit"": ""piece""}, {""name"": ""onion"", ""quantity"": 1, ""unit"": ""piece""}, {""name"": ""bell pepper"", ""quantity"": 1, ""unit"": ""piece""}, {""name"": ""garlic"", ""quantity"": 2, ""unit"": ""piece""}, {""name"": ""cumin"", ""quantity"": 1, ""unit"": ""teaspoon""}, {""name"": ""paprika"", ""quantity"": 1, ""unit"": ""teaspoon""}, {""name"": ""feta cheese"", ""quantity"": 0.25, ""unit"": ""cup""}]"
91,Crispy Zucchini Fritters,Golden brown patties made from shredded zucchini. A great way to eat more vegetables.,appetizer,Mediterranean,snack,False,True,"Grate the zucchini and squeeze out as much moisture as possible using a towel. In a bowl, mix zucchini, flour, parmesan, beaten egg, minced garlic, chopped scallions, salt, and pepper. Heat oil in a skillet over medium heat. Drop spoonfuls of batter into the pan and flatten slightly. Fry for 3 minutes per side until crispy and browned.","[{""name"": ""zucchini"", ""quantity"": 2, ""unit"": ""piece""}, {""name"": ""flour"", ""quantity"": 8, ""unit"": ""tablespoon""}, {""name"": ""parmesan"", ""quantity"": 0.25, ""unit"": ""cup""}, {""name"": ""egg"", ""quantity"": 1, ""unit"": ""piece""}, {""name"": ""garlic"", ""quantity"": 1, ""unit"": ""piece""}, {""name"": ""oil"", ""quantity"": 4, ""unit"": ""tablespoon""}, {""name"": ""scallion"", ""quantity"": 2, ""unit"": ""piece""}]"
